dataset,method,crash_point,seed,audit_expected_pass,audit_correct_response,safe_mode_expected,safe_mode_correct_response,leakage_correct_response,recovery_correct_response
MIMIC-IV-CaseStudy,Physical-delete,crash_during_overlay_replay,0,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_during_predicate_replay,1,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,recovery_missing_overlay,2,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,recovery_missing_audit_record,3,False,True,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_key_destruction,4,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_predicate_update,0,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_overlay_write,1,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_reverse_adjacency_update,2,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_audit_log_append,3,False,True,False,True,True,True
MIMIC-IV-CaseStudy,Physical-delete,crash_during_overlay_replay,4,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_during_predicate_replay,0,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,recovery_missing_overlay,1,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,recovery_missing_audit_record,2,False,True,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_key_destruction,3,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_predicate_update,4,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_overlay_write,0,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_reverse_adjacency_update,1,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_audit_log_append,2,False,True,False,True,True,True
MIMIC-IV-CaseStudy,Physical-delete,crash_during_overlay_replay,3,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_during_predicate_replay,4,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,recovery_missing_overlay,0,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,recovery_missing_audit_record,1,False,True,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_key_destruction,2,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_predicate_update,3,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_overlay_write,4,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_reverse_adjacency_update,0,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_audit_log_append,1,False,True,False,True,True,True
MIMIC-IV-CaseStudy,Physical-delete,crash_during_overlay_replay,2,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_during_predicate_replay,3,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,recovery_missing_overlay,4,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,recovery_missing_audit_record,0,False,True,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_key_destruction,1,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_predicate_update,2,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_overlay_write,3,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_reverse_adjacency_update,4,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_after_audit_log_append,0,False,True,False,True,True,True
MIMIC-IV-CaseStudy,Physical-delete,crash_during_overlay_replay,1,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,crash_during_predicate_replay,2,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,recovery_missing_overlay,3,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Physical-delete,recovery_missing_audit_record,4,False,True,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_key_destruction,0,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_predicate_update,1,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_overlay_write,2,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_reverse_adjacency_update,3,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_audit_log_append,4,False,True,False,True,True,True
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_during_overlay_replay,0,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_during_predicate_replay,1,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,recovery_missing_overlay,2,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,recovery_missing_audit_record,3,False,True,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_key_destruction,4,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_predicate_update,0,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_overlay_write,1,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_reverse_adjacency_update,2,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_audit_log_append,3,False,True,False,True,True,True
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_during_overlay_replay,4,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_during_predicate_replay,0,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,recovery_missing_overlay,1,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,recovery_missing_audit_record,2,False,True,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_key_destruction,3,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_predicate_update,4,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_overlay_write,0,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_reverse_adjacency_update,1,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_audit_log_append,2,False,True,False,True,True,True
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_during_overlay_replay,3,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_during_predicate_replay,4,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,recovery_missing_overlay,0,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,recovery_missing_audit_record,1,False,True,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_key_destruction,2,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_predicate_update,3,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_overlay_write,4,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_reverse_adjacency_update,0,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_audit_log_append,1,False,True,False,True,True,True
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_during_overlay_replay,2,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_during_predicate_replay,3,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,recovery_missing_overlay,4,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,recovery_missing_audit_record,0,False,True,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_key_destruction,1,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_predicate_update,2,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_overlay_write,3,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_reverse_adjacency_update,4,True,False,False,True,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_after_audit_log_append,0,False,True,False,True,True,True
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_during_overlay_replay,1,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,crash_during_predicate_replay,2,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,recovery_missing_overlay,3,True,False,True,False,True,False
MIMIC-IV-CaseStudy,Periodic-rebuild,recovery_missing_audit_record,4,False,True,True,False,True,False
