dataset,N,N_indexed,query_id,method,step,node_id,node_type,is_revoked,access_predicate_checked,distance_scored,frontier_inserted,node_expanded,result_returned,bypass_edge_used,frontier_size_after_step,candidate_score
LegalBench-RAG,1200000,1200000,18,Lethe,11,authorized_18_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,18,Lethe,12,authorized_18_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,19,Tombstone,1,authorized_19_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,19,Tombstone,2,authorized_19_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,19,Tombstone,3,authorized_19_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,19,Tombstone,4,revoked_bridge_19_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,19,Tombstone,5,revoked_bridge_19_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,19,Tombstone,6,authorized_19_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,19,Tombstone,7,authorized_19_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,19,Tombstone,8,authorized_19_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,19,Tombstone,9,authorized_19_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,19,Tombstone,10,authorized_19_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,19,Tombstone,11,authorized_19_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,19,Tombstone,12,authorized_19_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,19,Lethe,1,authorized_19_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,19,Lethe,2,authorized_19_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,19,Lethe,3,authorized_19_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,19,Lethe,4,revoked_bridge_19_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,19,Lethe,5,revoked_bridge_19_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,19,Lethe,6,authorized_19_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,19,Lethe,7,authorized_19_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,19,Lethe,8,authorized_19_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,19,Lethe,9,authorized_19_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,19,Lethe,10,authorized_19_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,19,Lethe,11,authorized_19_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,19,Lethe,12,authorized_19_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,20,Tombstone,1,authorized_20_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,20,Tombstone,2,authorized_20_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,20,Tombstone,3,authorized_20_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,20,Tombstone,4,revoked_bridge_20_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,20,Tombstone,5,revoked_bridge_20_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,20,Tombstone,6,authorized_20_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,20,Tombstone,7,authorized_20_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,20,Tombstone,8,authorized_20_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,20,Tombstone,9,authorized_20_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,20,Tombstone,10,authorized_20_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,20,Tombstone,11,authorized_20_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,20,Tombstone,12,authorized_20_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,20,Lethe,1,authorized_20_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,20,Lethe,2,authorized_20_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,20,Lethe,3,authorized_20_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,20,Lethe,4,revoked_bridge_20_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,20,Lethe,5,revoked_bridge_20_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,20,Lethe,6,authorized_20_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,20,Lethe,7,authorized_20_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,20,Lethe,8,authorized_20_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,20,Lethe,9,authorized_20_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,20,Lethe,10,authorized_20_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,20,Lethe,11,authorized_20_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,20,Lethe,12,authorized_20_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,21,Tombstone,1,authorized_21_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,21,Tombstone,2,authorized_21_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,21,Tombstone,3,authorized_21_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,21,Tombstone,4,revoked_bridge_21_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,21,Tombstone,5,revoked_bridge_21_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,21,Tombstone,6,authorized_21_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,21,Tombstone,7,authorized_21_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,21,Tombstone,8,authorized_21_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,21,Tombstone,9,authorized_21_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,21,Tombstone,10,authorized_21_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,21,Tombstone,11,authorized_21_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,21,Tombstone,12,authorized_21_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,21,Lethe,1,authorized_21_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,21,Lethe,2,authorized_21_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,21,Lethe,3,authorized_21_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,21,Lethe,4,revoked_bridge_21_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,21,Lethe,5,revoked_bridge_21_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,21,Lethe,6,authorized_21_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,21,Lethe,7,authorized_21_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,21,Lethe,8,authorized_21_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,21,Lethe,9,authorized_21_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,21,Lethe,10,authorized_21_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,21,Lethe,11,authorized_21_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,21,Lethe,12,authorized_21_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,22,Tombstone,1,authorized_22_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,22,Tombstone,2,authorized_22_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,22,Tombstone,3,authorized_22_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,22,Tombstone,4,revoked_bridge_22_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,22,Tombstone,5,revoked_bridge_22_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,22,Tombstone,6,authorized_22_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,22,Tombstone,7,authorized_22_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,22,Tombstone,8,authorized_22_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,22,Tombstone,9,authorized_22_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,22,Tombstone,10,authorized_22_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,22,Tombstone,11,authorized_22_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,22,Tombstone,12,authorized_22_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,22,Lethe,1,authorized_22_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,22,Lethe,2,authorized_22_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,22,Lethe,3,authorized_22_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,22,Lethe,4,revoked_bridge_22_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,22,Lethe,5,revoked_bridge_22_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,22,Lethe,6,authorized_22_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,22,Lethe,7,authorized_22_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,22,Lethe,8,authorized_22_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,22,Lethe,9,authorized_22_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,22,Lethe,10,authorized_22_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,22,Lethe,11,authorized_22_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,22,Lethe,12,authorized_22_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,23,Tombstone,1,authorized_23_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,23,Tombstone,2,authorized_23_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,23,Tombstone,3,authorized_23_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,23,Tombstone,4,revoked_bridge_23_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,23,Tombstone,5,revoked_bridge_23_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,23,Tombstone,6,authorized_23_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,23,Tombstone,7,authorized_23_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,23,Tombstone,8,authorized_23_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,23,Tombstone,9,authorized_23_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,23,Tombstone,10,authorized_23_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,23,Tombstone,11,authorized_23_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,23,Tombstone,12,authorized_23_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,23,Lethe,1,authorized_23_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,23,Lethe,2,authorized_23_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,23,Lethe,3,authorized_23_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,23,Lethe,4,revoked_bridge_23_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,23,Lethe,5,revoked_bridge_23_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,23,Lethe,6,authorized_23_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,23,Lethe,7,authorized_23_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,23,Lethe,8,authorized_23_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,23,Lethe,9,authorized_23_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,23,Lethe,10,authorized_23_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,23,Lethe,11,authorized_23_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,23,Lethe,12,authorized_23_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,24,Tombstone,1,authorized_24_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,24,Tombstone,2,authorized_24_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,24,Tombstone,3,authorized_24_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,24,Tombstone,4,revoked_bridge_24_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,24,Tombstone,5,revoked_bridge_24_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,24,Tombstone,6,authorized_24_6,authorized,False,False,True,True,True,False,False,26,0.65
LegalBench-RAG,1200000,1200000,24,Tombstone,7,authorized_24_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,24,Tombstone,8,authorized_24_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,24,Tombstone,9,authorized_24_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,24,Tombstone,10,authorized_24_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,24,Tombstone,11,authorized_24_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,24,Tombstone,12,authorized_24_12,authorized,False,False,True,True,True,True,False,32,1.25
LegalBench-RAG,1200000,1200000,24,Lethe,1,authorized_24_1,authorized,False,False,True,True,False,False,False,21,0.15
LegalBench-RAG,1200000,1200000,24,Lethe,2,authorized_24_2,authorized,False,False,True,True,False,False,False,22,0.25
LegalBench-RAG,1200000,1200000,24,Lethe,3,authorized_24_3,authorized,False,False,True,True,True,False,False,23,0.35
LegalBench-RAG,1200000,1200000,24,Lethe,4,revoked_bridge_24_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
LegalBench-RAG,1200000,1200000,24,Lethe,5,revoked_bridge_24_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
LegalBench-RAG,1200000,1200000,24,Lethe,6,authorized_24_6,authorized,False,False,True,True,True,False,True,26,0.65
LegalBench-RAG,1200000,1200000,24,Lethe,7,authorized_24_7,authorized,False,False,True,True,False,False,False,27,0.75
LegalBench-RAG,1200000,1200000,24,Lethe,8,authorized_24_8,authorized,False,False,True,True,False,False,False,28,0.85
LegalBench-RAG,1200000,1200000,24,Lethe,9,authorized_24_9,authorized,False,False,True,True,True,False,False,29,0.95
LegalBench-RAG,1200000,1200000,24,Lethe,10,authorized_24_10,authorized,False,False,True,True,False,True,False,30,1.05
LegalBench-RAG,1200000,1200000,24,Lethe,11,authorized_24_11,authorized,False,False,True,True,False,True,False,31,1.15
LegalBench-RAG,1200000,1200000,24,Lethe,12,authorized_24_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,0,Tombstone,1,authorized_0_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,0,Tombstone,2,authorized_0_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,0,Tombstone,3,authorized_0_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,0,Tombstone,4,revoked_bridge_0_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,0,Tombstone,5,revoked_bridge_0_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,0,Tombstone,6,authorized_0_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,0,Tombstone,7,authorized_0_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,0,Tombstone,8,authorized_0_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,0,Tombstone,9,authorized_0_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,0,Tombstone,10,authorized_0_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,0,Tombstone,11,authorized_0_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,0,Tombstone,12,authorized_0_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,0,Lethe,1,authorized_0_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,0,Lethe,2,authorized_0_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,0,Lethe,3,authorized_0_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,0,Lethe,4,revoked_bridge_0_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,0,Lethe,5,revoked_bridge_0_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,0,Lethe,6,authorized_0_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,0,Lethe,7,authorized_0_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,0,Lethe,8,authorized_0_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,0,Lethe,9,authorized_0_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,0,Lethe,10,authorized_0_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,0,Lethe,11,authorized_0_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,0,Lethe,12,authorized_0_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,1,Tombstone,1,authorized_1_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,1,Tombstone,2,authorized_1_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,1,Tombstone,3,authorized_1_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,1,Tombstone,4,revoked_bridge_1_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,1,Tombstone,5,revoked_bridge_1_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,1,Tombstone,6,authorized_1_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,1,Tombstone,7,authorized_1_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,1,Tombstone,8,authorized_1_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,1,Tombstone,9,authorized_1_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,1,Tombstone,10,authorized_1_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,1,Tombstone,11,authorized_1_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,1,Tombstone,12,authorized_1_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,1,Lethe,1,authorized_1_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,1,Lethe,2,authorized_1_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,1,Lethe,3,authorized_1_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,1,Lethe,4,revoked_bridge_1_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,1,Lethe,5,revoked_bridge_1_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,1,Lethe,6,authorized_1_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,1,Lethe,7,authorized_1_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,1,Lethe,8,authorized_1_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,1,Lethe,9,authorized_1_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,1,Lethe,10,authorized_1_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,1,Lethe,11,authorized_1_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,1,Lethe,12,authorized_1_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,2,Tombstone,1,authorized_2_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,2,Tombstone,2,authorized_2_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,2,Tombstone,3,authorized_2_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,2,Tombstone,4,revoked_bridge_2_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,2,Tombstone,5,revoked_bridge_2_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,2,Tombstone,6,authorized_2_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,2,Tombstone,7,authorized_2_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,2,Tombstone,8,authorized_2_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,2,Tombstone,9,authorized_2_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,2,Tombstone,10,authorized_2_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,2,Tombstone,11,authorized_2_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,2,Tombstone,12,authorized_2_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,2,Lethe,1,authorized_2_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,2,Lethe,2,authorized_2_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,2,Lethe,3,authorized_2_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,2,Lethe,4,revoked_bridge_2_4,revoked_bridge,True,True,False,False,False,False,False,24,0.45
SIFT1M,1000000,1000000,2,Lethe,5,revoked_bridge_2_5,revoked_bridge,True,True,False,False,False,False,False,25,0.55
SIFT1M,1000000,1000000,2,Lethe,6,authorized_2_6,authorized,False,False,True,True,True,False,True,26,0.65
SIFT1M,1000000,1000000,2,Lethe,7,authorized_2_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,2,Lethe,8,authorized_2_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,2,Lethe,9,authorized_2_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,2,Lethe,10,authorized_2_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,2,Lethe,11,authorized_2_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,2,Lethe,12,authorized_2_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,3,Tombstone,1,authorized_3_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,3,Tombstone,2,authorized_3_2,authorized,False,False,True,True,False,False,False,22,0.25
SIFT1M,1000000,1000000,3,Tombstone,3,authorized_3_3,authorized,False,False,True,True,True,False,False,23,0.35
SIFT1M,1000000,1000000,3,Tombstone,4,revoked_bridge_3_4,revoked_bridge,True,False,True,True,False,False,False,24,0.45
SIFT1M,1000000,1000000,3,Tombstone,5,revoked_bridge_3_5,revoked_bridge,True,False,True,True,False,False,False,25,0.55
SIFT1M,1000000,1000000,3,Tombstone,6,authorized_3_6,authorized,False,False,True,True,True,False,False,26,0.65
SIFT1M,1000000,1000000,3,Tombstone,7,authorized_3_7,authorized,False,False,True,True,False,False,False,27,0.75
SIFT1M,1000000,1000000,3,Tombstone,8,authorized_3_8,authorized,False,False,True,True,False,False,False,28,0.85
SIFT1M,1000000,1000000,3,Tombstone,9,authorized_3_9,authorized,False,False,True,True,True,False,False,29,0.95
SIFT1M,1000000,1000000,3,Tombstone,10,authorized_3_10,authorized,False,False,True,True,False,True,False,30,1.05
SIFT1M,1000000,1000000,3,Tombstone,11,authorized_3_11,authorized,False,False,True,True,False,True,False,31,1.15
SIFT1M,1000000,1000000,3,Tombstone,12,authorized_3_12,authorized,False,False,True,True,True,True,False,32,1.25
SIFT1M,1000000,1000000,3,Lethe,1,authorized_3_1,authorized,False,False,True,True,False,False,False,21,0.15
SIFT1M,1000000,1000000,3,Lethe,2,authorized_3_2,authorized,False,False,True,True,False,False,False,22,0.25
